code,short_description,long_description,is_billable,organ_system,criteria_type
K74.60,1 Unspecified cirrhosis of liver,Unspecified cirrhosis of liver,False,liver,qualifying_diagnosis
K74.69,1 Other cirrhosis of liver,Other cirrhosis of liver,False,liver,qualifying_diagnosis
N18,0 Chronic kidney disease (CKD),Chronic kidney disease (CKD),False,kidney,qualifying_diagnosis
N18.1,"1 Chronic kidney disease, stage 1","Chronic kidney disease, stage 1",False,kidney,qualifying_diagnosis
N18.2,"1 Chronic kidney disease, stage 2 (mild)","Chronic kidney disease, stage 2 (mild)",False,kidney,qualifying_diagnosis
N18.3,"0 Chronic kidney disease, stage 3 (moderate)","Chronic kidney disease, stage 3 (moderate)",False,kidney,qualifying_diagnosis
N18.30,"1 Chronic kidney disease, stage 3 unspecified","Chronic kidney disease, stage 3 unspecified",False,kidney,qualifying_diagnosis
N18.31,"1 Chronic kidney disease, stage 3a","Chronic kidney disease, stage 3a",False,kidney,qualifying_diagnosis
N18.32,"1 Chronic kidney disease, stage 3b","Chronic kidney disease, stage 3b",False,kidney,qualifying_diagnosis
N18.4,"1 Chronic kidney disease, stage 4 (severe)","Chronic kidney disease, stage 4 (severe)",False,kidney,qualifying_diagnosis
N18.5,"1 Chronic kidney disease, stage 5","Chronic kidney disease, stage 5",False,kidney,qualifying_diagnosis
N18.6,1 End stage renal disease,End stage renal disease,False,kidney,qualifying_diagnosis
N18.9,"1 Chronic kidney disease, unspecified","Chronic kidney disease, unspecified",False,kidney,qualifying_diagnosis
N19,1 Unspecified kidney failure,Unspecified kidney failure,False,kidney,qualifying_diagnosis
T86,0 Complications of transplanted organs and tissue,Complications of transplanted organs and tissue,False,general,complication
T86.0,0 Complications of bone marrow transplant,Complications of bone marrow transplant,False,general,complication
T86.00,1 Unspecified complication of bone marrow transplant,Unspecified complication of bone marrow transplant,False,general,complication
T86.01,1 Bone marrow transplant rejection,Bone marrow transplant rejection,False,general,complication
T86.02,1 Bone marrow transplant failure,Bone marrow transplant failure,False,general,complication
T86.03,1 Bone marrow transplant infection,Bone marrow transplant infection,False,general,complication
T86.09,1 Other complications of bone marrow transplant,Other complications of bone marrow transplant,False,general,complication
T86.1,0 Complications of kidney transplant,Complications of kidney transplant,False,kidney,complication
T86.10,1 Unspecified complication of kidney transplant,Unspecified complication of kidney transplant,False,kidney,complication
T86.11,1 Kidney transplant rejection,Kidney transplant rejection,False,kidney,complication
T86.12,1 Kidney transplant failure,Kidney transplant failure,False,kidney,complication
T86.13,1 Kidney transplant infection,Kidney transplant infection,False,kidney,complication
T86.19,1 Other complication of kidney transplant,Other complication of kidney transplant,False,kidney,complication
T86.2,0 Complications of heart transplant,Complications of heart transplant,False,heart,complication
T86.20,1 Unspecified complication of heart transplant,Unspecified complication of heart transplant,False,heart,complication
T86.21,1 Heart transplant rejection,Heart transplant rejection,False,heart,complication
T86.22,1 Heart transplant failure,Heart transplant failure,False,heart,complication
T86.23,1 Heart transplant infection,Heart transplant infection,False,heart,complication
T86.29,0 Other complications of heart transplant,Other complications of heart transplant,False,heart,complication
T86.290,1 Cardiac allograft vasculopathy,Cardiac allograft vasculopathy,False,heart,complication
T86.298,1 Other complications of heart transplant,Other complications of heart transplant,False,heart,complication
T86.3,0 Complications of heart-lung transplant,Complications of heart-lung transplant,False,general,complication
T86.30,1 Unspecified complication of heart-lung transplant,Unspecified complication of heart-lung transplant,False,general,complication
T86.31,1 Heart-lung transplant rejection,Heart-lung transplant rejection,False,general,complication
T86.32,1 Heart-lung transplant failure,Heart-lung transplant failure,False,general,complication
T86.33,1 Heart-lung transplant infection,Heart-lung transplant infection,False,general,complication
T86.39,1 Other complications of heart-lung transplant,Other complications of heart-lung transplant,False,general,complication
T86.4,0 Complications of liver transplant,Complications of liver transplant,False,liver,complication
T86.40,1 Unspecified complication of liver transplant,Unspecified complication of liver transplant,False,liver,complication
T86.41,1 Liver transplant rejection,Liver transplant rejection,False,liver,complication
T86.42,1 Liver transplant failure,Liver transplant failure,False,liver,complication
T86.43,1 Liver transplant infection,Liver transplant infection,False,liver,complication
T86.49,1 Other complications of liver transplant,Other complications of liver transplant,False,liver,complication
T86.5,1 Complications of stem cell transplant,Complications of stem cell transplant,False,general,complication
T86.8,0 Complications of other transplanted organs and tissues,Complications of other transplanted organs and tissues,False,general,complication
T86.81,0 Complications of lung transplant,Complications of lung transplant,False,lung,complication
T86.810,1 Lung transplant rejection,Lung transplant rejection,False,lung,complication
T86.811,1 Lung transplant failure,Lung transplant failure,False,lung,complication
T86.812,1 Lung transplant infection,Lung transplant infection,False,lung,complication
T86.818,1 Other complications of lung transplant,Other complications of lung transplant,False,lung,complication
T86.819,1 Unspecified complication of lung transplant,Unspecified complication of lung transplant,False,lung,complication
T86.82,0 Complications of skin graft (allograft) (autograft),Complications of skin graft (allograft) (autograft),False,general,complication
T86.820,1 Skin graft (allograft) rejection,Skin graft (allograft) rejection,False,general,complication
T86.821,1 Skin graft (allograft) (autograft) failure,Skin graft (allograft) (autograft) failure,False,general,complication
T86.822,1 Skin graft (allograft) (autograft) infection,Skin graft (allograft) (autograft) infection,False,general,complication
T86.828,1 Other complications of skin graft (allograft) (autograft),Other complications of skin graft (allograft) (autograft),False,general,complication
T86.829,1 Unsp complication of skin graft (allograft) (autograft),Unspecified complication of skin graft (allograft) (autograft),False,general,complication
T86.83,0 Complications of bone graft,Complications of bone graft,False,general,complication
T86.830,1 Bone graft rejection,Bone graft rejection,False,general,complication
T86.831,1 Bone graft failure,Bone graft failure,False,general,complication
T86.832,1 Bone graft infection,Bone graft infection,False,general,complication
T86.838,1 Other complications of bone graft,Other complications of bone graft,False,general,complication
T86.839,1 Unspecified complication of bone graft,Unspecified complication of bone graft,False,general,complication
T86.84,0 Complications of corneal transplant,Complications of corneal transplant,False,general,complication
T86.840,0 Corneal transplant rejection,Corneal transplant rejection,False,general,complication
T86.8401,"1 Corneal transplant rejection, right eye","Corneal transplant rejection, right eye",False,general,complication
T86.8402,"1 Corneal transplant rejection, left eye","Corneal transplant rejection, left eye",False,general,complication
T86.8403,"1 Corneal transplant rejection, bilateral","Corneal transplant rejection, bilateral",False,general,complication
T86.8409,"1 Corneal transplant rejection, unspecified eye","Corneal transplant rejection, unspecified eye",False,general,complication
T86.841,0 Corneal transplant failure,Corneal transplant failure,False,general,complication
T86.8411,"1 Corneal transplant failure, right eye","Corneal transplant failure, right eye",False,general,complication
T86.8412,"1 Corneal transplant failure, left eye","Corneal transplant failure, left eye",False,general,complication
T86.8413,"1 Corneal transplant failure, bilateral","Corneal transplant failure, bilateral",False,general,complication
T86.8419,"1 Corneal transplant failure, unspecified eye","Corneal transplant failure, unspecified eye",False,general,complication
T86.842,0 Corneal transplant infection,Corneal transplant infection,False,general,complication
T86.8421,"1 Corneal transplant infection, right eye","Corneal transplant infection, right eye",False,general,complication
T86.8422,"1 Corneal transplant infection, left eye","Corneal transplant infection, left eye",False,general,complication
T86.8423,"1 Corneal transplant infection, bilateral","Corneal transplant infection, bilateral",False,general,complication
T86.8429,"1 Corneal transplant infection, unspecified eye","Corneal transplant infection, unspecified eye",False,general,complication
T86.848,0 Other complications of corneal transplant,Other complications of corneal transplant,False,general,complication
T86.8481,"1 Other complications of corneal transplant, right eye","Other complications of corneal transplant, right eye",False,general,complication
T86.8482,"1 Other complications of corneal transplant, left eye","Other complications of corneal transplant, left eye",False,general,complication
T86.8483,"1 Other complications of corneal transplant, bilateral","Other complications of corneal transplant, bilateral",False,general,complication
T86.8489,"1 Other complications of corneal transplant, unspecified eye","Other complications of corneal transplant, unspecified eye",False,general,complication
T86.849,0 Unspecified complication of corneal transplant,Unspecified complication of corneal transplant,False,general,complication
T86.8491,"1 Unspecified complication of corneal transplant, right eye","Unspecified complication of corneal transplant, right eye",False,general,complication
T86.8492,"1 Unspecified complication of corneal transplant, left eye","Unspecified complication of corneal transplant, left eye",False,general,complication
T86.8493,"1 Unspecified complication of corneal transplant, bilateral","Unspecified complication of corneal transplant, bilateral",False,general,complication
T86.8499,"1 Unspecified complication of corneal transplant, unsp","Unspecified complication of corneal transplant, unspecified eye",False,general,complication
T86.85,0 Complication of intestine transplant,Complication of intestine transplant,False,general,complication
T86.850,1 Intestine transplant rejection,Intestine transplant rejection,False,general,complication
T86.851,1 Intestine transplant failure,Intestine transplant failure,False,general,complication
T86.852,1 Intestine transplant infection,Intestine transplant infection,False,general,complication
T86.858,1 Other complications of intestine transplant,Other complications of intestine transplant,False,general,complication
T86.859,1 Unspecified complication of intestine transplant,Unspecified complication of intestine transplant,False,general,complication
T86.89,0 Complications of other transplanted tissue,Complications of other transplanted tissue,False,general,complication
T86.890,1 Other transplanted tissue rejection,Other transplanted tissue rejection,False,general,complication
T86.891,1 Other transplanted tissue failure,Other transplanted tissue failure,False,general,complication
T86.892,1 Other transplanted tissue infection,Other transplanted tissue infection,False,general,complication
T86.898,1 Other complications of other transplanted tissue,Other complications of other transplanted tissue,False,general,complication
T86.899,1 Unspecified complication of other transplanted tissue,Unspecified complication of other transplanted tissue,False,general,complication
T86.9,0 Complication of unspecified transplanted organ and tissue,Complication of unspecified transplanted organ and tissue,False,general,complication
T86.90,1 Unsp complication of unsp transplanted organ and tissue,Unspecified complication of unspecified transplanted organ and tissue,False,general,complication
T86.91,1 Unspecified transplanted organ and tissue rejection,Unspecified transplanted organ and tissue rejection,False,general,complication
T86.92,1 Unspecified transplanted organ and tissue failure,Unspecified transplanted organ and tissue failure,False,general,complication
T86.93,1 Unspecified transplanted organ and tissue infection,Unspecified transplanted organ and tissue infection,False,general,complication
T86.99,1 Other complications of unsp transplanted organ and tissue,Other complications of unspecified transplanted organ and tissue,False,general,complication
